Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-01-01 00:00:00+00:00,0.07028699666261673,0.0706849992275238,0.06928899884223938,0.07022500038146973,185279750,0.0,0.0
2023-01-02 00:00:00+00:00,0.07022500038146973,0.0724790021777153,0.06935799866914749,0.0714540034532547,405800240,0.0,0.0
2023-01-03 00:00:00+00:00,0.07145600020885468,0.07219699770212173,0.06977400183677673,0.0704680010676384,283398864,0.0,0.0
2023-01-04 00:00:00+00:00,0.0704680010676384,0.07325000315904617,0.07030999660491943,0.07323700189590454,343264145,0.0,0.0
2023-01-05 00:00:00+00:00,0.07323300093412399,0.0750269964337349,0.0714000016450882,0.07154999673366547,424927580,0.0,0.0
2023-01-06 00:00:00+00:00,0.0715550035238266,0.07257000356912613,0.0703440010547638,0.07247000187635422,306914647,0.0,0.0
2023-01-07 00:00:00+00:00,0.07246900349855423,0.072843998670578,0.07187599688768387,0.07222200185060501,173703551,0.0,0.0
2023-01-08 00:00:00+00:00,0.07220999896526337,0.07361199706792831,0.07154600322246552,0.07360100001096725,246133445,0.0,0.0
2023-01-09 00:00:00+00:00,0.07359199970960617,0.07921099662780762,0.07325799763202667,0.07578399777412415,853703837,0.0,0.0
2023-01-10 00:00:00+00:00,0.07576899975538254,0.07773099839687347,0.07468999922275543,0.0777290016412735,492952309,0.0,0.0
2023-01-11 00:00:00+00:00,0.07773400098085403,0.07818099856376648,0.07517799735069275,0.07815299928188324,394318759,0.0,0.0
2023-01-12 00:00:00+00:00,0.07921399921178818,0.08071699738502502,0.07698799669742584,0.08028600364923477,706796194,0.0,0.0
2023-01-13 00:00:00+00:00,0.0802839994430542,0.08491600304841995,0.07918400317430496,0.08443800359964371,575039277,0.0,0.0
2023-01-14 00:00:00+00:00,0.0844390019774437,0.09187000244855881,0.08436200022697449,0.08732300251722336,1101070507,0.0,0.0
2023-01-15 00:00:00+00:00,0.08733399957418442,0.08768600225448608,0.08313000202178955,0.08613099902868271,501123418,0.0,0.0
2023-01-16 00:00:00+00:00,0.08612699806690216,0.08790399879217148,0.08230800181627274,0.08363600075244904,537067710,0.0,0.0
2023-01-17 00:00:00+00:00,0.08365199714899063,0.08472000062465668,0.08275599777698517,0.08298200368881226,366437449,0.0,0.0
2023-01-18 00:00:00+00:00,0.08297800272703171,0.08945800364017487,0.08017399907112122,0.0801910012960434,1094371447,0.0,0.0
2023-01-19 00:00:00+00:00,0.08017099648714066,0.08205199986696243,0.08013200014829636,0.08166000247001648,337970684,0.0,0.0
2023-01-20 00:00:00+00:00,0.08164899796247482,0.08675999939441681,0.08076699823141098,0.0864029973745346,444441989,0.0,0.0
2023-01-21 00:00:00+00:00,0.08640799671411514,0.08870600163936615,0.08476100116968155,0.0847650021314621,716057148,0.0,0.0
2023-01-22 00:00:00+00:00,0.08477099984884262,0.09289199858903885,0.08477099984884262,0.08830399811267853,794717541,0.0,0.0
2023-01-23 00:00:00+00:00,0.08831000328063965,0.09115000069141388,0.0873270034790039,0.08860500156879425,661273714,0.0,0.0
2023-01-24 00:00:00+00:00,0.08857700228691101,0.09059199690818787,0.08365999907255173,0.0839499980211258,559881331,0.0,0.0
2023-01-25 00:00:00+00:00,0.08396600186824799,0.08788000047206879,0.08244600147008896,0.08659400045871735,542521010,0.0,0.0
2023-01-26 00:00:00+00:00,0.08656899631023407,0.08735799789428711,0.085548996925354,0.08637300133705139,424196515,0.0,0.0
2023-01-27 00:00:00+00:00,0.0863649994134903,0.08774600178003311,0.08452499657869339,0.08712299913167953,400056534,0.0,0.0
2023-01-28 00:00:00+00:00,0.08712399750947952,0.09296900033950806,0.08712399750947952,0.08778800070285797,642333816,0.0,0.0
2023-01-29 00:00:00+00:00,0.08778300136327744,0.09085900336503983,0.08754400163888931,0.09023299813270569,458157342,0.0,0.0
2023-01-30 00:00:00+00:00,0.09022100269794464,0.09183699637651443,0.08539900183677673,0.0883369967341423,787132771,0.0,0.0
2023-01-31 00:00:00+00:00,0.0883290022611618,0.09733500331640244,0.0883290022611618,0.09616699814796448,1542889216,0.0,0.0
2023-02-01 00:00:00+00:00,0.0961569994688034,0.09659899771213531,0.08875200152397156,0.09417100250720978,1110308356,0.0,0.0
2023-02-02 00:00:00+00:00,0.09414499998092651,0.09575299918651581,0.09095700085163116,0.09097900241613388,776556390,0.0,0.0
2023-02-03 00:00:00+00:00,0.09098400175571442,0.09320899844169617,0.0906670019030571,0.09298700094223022,548668917,0.0,0.0
2023-02-04 00:00:00+00:00,0.09297499805688858,0.09952999651432037,0.0926629975438118,0.09578199684619904,1071858301,0.0,0.0
2023-02-05 00:00:00+00:00,0.09574700146913528,0.09672600030899048,0.09096600115299225,0.09209500253200531,753364305,0.0,0.0
2023-02-06 00:00:00+00:00,0.0921040028333664,0.09309700131416321,0.08906199783086777,0.0895489975810051,488311044,0.0,0.0
2023-02-07 00:00:00+00:00,0.08953700214624405,0.09263399988412857,0.0895180031657219,0.09257599711418152,512569389,0.0,0.0
2023-02-08 00:00:00+00:00,0.09256400167942047,0.09313800185918808,0.08916900306940079,0.09015599638223648,462925887,0.0,0.0
2023-02-09 00:00:00+00:00,0.09016299992799759,0.09075800329446793,0.08017200231552124,0.0814799964427948,819008026,0.0,0.0
2023-02-10 00:00:00+00:00,0.08147899806499481,0.08287999778985977,0.08041500300168991,0.08109000325202942,516764147,0.0,0.0
